Card                            Price StdDev Average  High    Low   Change Raw N
----                            ----- ------ ------- ------- ------ ------ -----
Sanctimony (UD),                 0.29,  0.00,   0.29,   0.29,   0.29,  0.00,   1
Sanctum Custodian,               0.15,  0.00,   0.15,   0.15,   0.15,  0.00,   1
Sanctum Gargoyle,                0.14,  0.00,   0.14,   0.14,   0.14,  0.00,   1
Sanctum Guardian (9th),          0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Sanctum Plowbeast,               0.38,  0.00,   0.38,   0.38,   0.38,  0.00,   1
Sand Golem,                      0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Sand Silos (5th),                1.00,  0.00,   1.00,   1.00,   1.00,  0.00,   1
Sand Silos (FE),                 0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Sand Squid,                      0.25,  0.00,   0.25,   0.25,   0.25, -0.25,   1
Sandals of Abdallah,             2.07,  0.42,   2.07,   2.49,   1.65,  0.00,   2
Sandbar Crocodile,               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Sandbar Merfolk,                 0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Sandbar Serpent,                 0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Sands of Time,                   0.62,  0.37,   0.62,   0.99,   0.25,  0.02,   2
Sandskin,                        0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Sandsower,                       0.19,  0.00,   0.19,   0.19,   0.19,  0.00,   1
Sandstone Deadfall,              0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Sandstone Needle,                0.49,  0.07,   0.49,   0.56,   0.42,  0.00,   2
Sandstone Warrior (9th),         0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Sandstone Warrior (TE),          0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Sandstorm,                       0.05,  0.65,   0.27,   2.22,   0.01, -0.00,  10
Sandstorm (4th),                 0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   1
Sandstorm (AN),                  1.04,  0.00,   1.04,   1.04,   1.04,  0.00,   1
Sandstorm Eidolon,               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Sangrite Backlash,               0.38,  0.00,   0.38,   0.38,   0.38,  0.00,   1
Sangrite Surge,                  0.07,  0.00,   0.07,   0.07,   0.07, -0.02,   1
Sangrophage,                     0.17,  0.00,   0.17,   0.17,   0.17,  0.00,   1
Sanguine Bond,                   1.21,  0.54,   1.26,   3.22,   0.25,  0.03, 109
Sanguine Guard,                  0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Sanguine Praetor,                0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Sanity Gnawers,                  0.10,  0.00,   0.10,   0.10,   0.10,  0.00,   1
Sanity Grinding,                 1.22,  1.28,   1.63,   4.93,   0.06,  0.04,  18
Sapling of Colfenor,             0.59,  0.45,   0.59,   1.45,   0.25,  0.02,  12
Sapphire Charm,                  0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Sapphire Leech,                  0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Sapphire Medallion,              4.41, 55.54,  19.81, 220.00,   1.99,  0.11,  14
Saprazzan Bailiff,               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Saprazzan Breaker,               0.28,  0.00,   0.28,   0.28,   0.28,  0.00,   1
Saprazzan Cove,                  0.53,  0.03,   0.53,   0.56,   0.50,  0.00,   2
Saprazzan Heir,                  1.04,  0.56,   1.04,   1.45,   0.25,  0.00,   3
Saprazzan Legate,                0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Saprazzan Outrigger,             0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Saprazzan Raider,                0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Saprazzan Skerry,                0.10,  0.00,   0.10,   0.10,   0.10,  0.00,   1
Saproling Burst,                 1.20,  0.55,   1.20,   1.93,   0.25,  0.03,   7
Saproling Cluster,               0.26,  0.01,   0.26,   0.27,   0.25,  0.00,   2
Saproling Infestation,           0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Saproling Symbiosis,             5.03,  1.79,   4.22,   5.93,   1.76,  2.52,   4
Saproling Token,                 0.10,  0.00,   0.10,   0.10,   0.10,  0.00,   1
Sapseep Forest,                  0.01,  0.00,   0.01,   0.01,   0.01,  0.00,   1
Sarcatog,                        0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   1
Sarcomancy,                      3.36,  2.68,   4.52,   8.00,   0.01,  0.00,   9
Sarcomite Myr,                   0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Sarkhan Vol,                     8.64,  4.53,   8.78,  11.99,   0.25, -0.08,  85
Sarpadian Empires, Vol. VII,     0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   3
Sasaya, Orochi Ascendant,        0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Savaen Elves,                    0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Savage Beating,                  0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Savage Conception,               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Savage Firecat,                  0.73,  0.34,   0.73,   1.00,   0.25, -0.00,   3
Savage Gorilla,                  0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   1
Savage Hunger,                   0.38,  0.00,   0.38,   0.38,   0.38,  0.00,   1
Savage Lands,                    1.43,  0.58,   1.43,   2.50,   0.38,  0.03,  30
Savage Offensive,                0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Savage Silhouette,               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Savage Thallid,                  0.17,  0.00,   0.17,   0.17,   0.17,  0.00,   1
Savage Twister (GPT),            0.28,  0.00,   0.28,   0.28,   0.28,  0.00,   1
Savage Twister (MI),             0.08,  0.00,   0.08,   0.08,   0.08,  0.00,   1
Savannah,                       24.70,  7.83,  24.47,  43.75,   0.99, -0.06,  78
Savannah (A),                  101.01,  0.00, 101.01, 101.01, 101.01,  0.00,   1
Savannah (B),                   27.86, 32.24,  46.14, 101.00,  18.02, -4.92,   4
Savannah (U),                   28.64,  8.40,  33.31,  44.99,  25.50, -0.00,   7
Savannah Lions (4th),            0.61,  1.98,   1.84,   4.93,   0.15, -0.20,   7
Savannah Lions (8th),            1.00,  1.62,   2.15,   4.45,   1.00,  0.10,   6
Savannah Lions (9th),            1.83,  5.44,   3.49,  19.99,   0.31,  0.71,  11
Savannah Lions (A),             43.00,  0.00,  43.00,  43.00,  43.00,  0.00,   1
Savannah Lions (B),             42.25,  0.25,  42.25,  42.50,  42.00,  0.00,   2
Savannah Lions (RV),             1.58,  1.43,   2.29,   4.45,   0.49, -0.33,   8
Savannah Lions (U),              3.50,  0.00,   3.50,   3.50,   3.50,  0.00,   1
Savor the Moment,                0.33,  0.11,   0.33,   0.62,   0.25, -0.01,  12
Savra, Queen of the Golgari,     0.25,  0.00,   0.25,   0.25,   0.25, -0.06,   3
Sawback Manticore,               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Sawtooth Loon,                   0.22,  0.04,   0.22,   0.26,   0.17, -0.00,   2
Sawtooth Ogre,                   0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Sawtooth Thresher,               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Scab-Clan Mauler,                0.17,  0.00,   0.17,   0.17,   0.17,  0.00,   3
Scabland,                        0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Scald,                           0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Scalding Salamander,             0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   1
Scalding Tarn,                   9.50,  2.22,   9.53,  17.93,   0.99, -0.03, 666
Scalding Tongs,                  0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Scale of Chiss-Goria,            0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   1
Scalebane's Elite,               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Scaled Hulk,                     0.17,  0.00,   0.17,   0.17,   0.17,  0.00,   2
Scaled Wurm (5th),               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Scaled Wurm (6th),               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Scaled Wurm (9th),               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Scaled Wurm (IA),                0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Scalpelexis (10th),              0.60,  0.29,   0.60,   1.00,   0.25,  0.06,  14
Scalpelexis (JUD),               0.88,  0.56,   0.88,   1.45,   0.25,  0.00,   4
Scandalmonger,                   0.27,  0.00,   0.27,   0.27,   0.27,  0.00,   1
Scapegoat,                       0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Scapeshift,                      2.33,  0.83,   2.12,   3.20,   0.25,  0.00,  23
Scar,                            0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Scarab of the Unseen,            0.24,  0.00,   0.24,   0.24,   0.24,  0.00,   1
Scarblade Elite,                 0.55,  0.43,   0.55,   1.00,   0.01,  0.01,   4
Scare Tactics,                   0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   1
Scarecrone,                      0.98,  0.51,   0.98,   1.93,   0.32, -0.04,  10
Scarecrow,                       0.01,  0.00,   0.01,   0.01,   0.01,  0.00,   1
Scarland Thrinax,                0.31,  0.09,   0.31,   0.44,   0.25,  0.00,   3
Scarred Puma,                    0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Scarred Vinebreeder,             0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Scars of the Veteran,            0.25,  0.00,   0.25,   0.25,   0.24, -0.00,   2
Scarscale Ritual,                1.70,  0.00,   1.70,   1.70,   1.70,  0.00,   1
Scarwood Bandits,                0.50,  0.00,   0.50,   0.50,   0.50,  0.00,   1
Scarwood Goblins,                0.01,  0.00,   0.01,   0.01,   0.01,  0.00,   1
Scarwood Hag,                    1.00,  0.00,   1.00,   1.00,   1.00,  0.00,   1
Scarwood Treefolk,               0.17,  0.00,   0.17,   0.17,   0.17,  0.00,   1
Scathe Zombies (10th),           1.00,  0.00,   1.00,   1.00,   1.00,  0.00,   1
Scathe Zombies (4th),            0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   1
Scathe Zombies (5th),            0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Scathe Zombies (6th),            0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Scathe Zombies (7th),            0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Scathe Zombies (8th),            0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Scathe Zombies (9th),            0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Scathe Zombies (A),              0.49,  0.00,   0.49,   0.49,   0.49,  0.00,   1
Scathe Zombies (B),              0.83,  0.00,   0.83,   0.83,   0.83,  0.00,   1
Scathe Zombies (RV),             0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Scatter the Seeds,               0.17,  0.00,   0.17,   0.17,   0.17,  0.00,   1
Scattering Stroke,               0.74,  0.24,   0.74,   0.97,   0.50, -0.00,   2
Scattershot,                     0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   1
Scattershot Archer,              0.38,  0.00,   0.38,   0.38,   0.38,  0.00,   1
Scavenged Weaponry,              0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Scavenger Drake,                 0.13,  0.00,   0.13,   0.13,   0.13,  0.00,   1
Scavenger Folk (5th),            0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Scavenger Folk (7th),            0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Scavenger Folk (CH),             0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Scavenger Folk (DK),             0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Scavenging Ghoul (4th),          0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Scavenging Ghoul (B),            1.99,  0.00,   1.99,   1.99,   1.99,  0.00,   1
Scavenging Ghoul (RV),           0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Scavenging Ghoul (U),            0.44,  0.15,   0.44,   0.59,   0.28, -0.00,   2
Scavenging Scarab,               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Scent of Brine,                  0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   1
Scent of Cinder,                 0.25,  0.01,   0.25,   0.26,   0.25,  0.00,   2
Scent of Ivy,                    0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   1
Scent of Jasmine,                0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   1
Scent of Nightshade,             0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Scepter of Dominance,            0.44,  0.27,   0.44,   1.25,   0.14,  0.01,  28
Scepter of Fugue,                0.37,  0.29,   0.42,   1.87,   0.12,  0.01,  33
Scepter of Insight,              0.29,  0.45,   0.41,   2.00,   0.15,  0.00,  14
Schismotivate,                   0.28,  0.00,   0.28,   0.28,   0.28,  0.00,   1
School of Piranha,               0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   1
School of the Unseen,            0.25,  0.00,   0.25,   0.25,   0.24, -0.00,   2
Scion of Darkness,               2.25,  1.55,   2.53,   5.25,   0.35,  0.12,  14
Scion of Oona,                   1.52,  0.85,   1.71,   4.00,   0.49, -0.13,  37
Scion of the Ur-Dragon,          0.60,  0.35,   0.60,   1.00,   0.25, -0.00,   7
Scion of the Wild (10th),        0.39,  0.26,   0.39,   1.00,   0.12,  0.06,  17
Scissors Lizard,                 0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   1
Scorched Earth,                  0.18,  0.12,   0.18,   0.33,   0.01, -0.00,   4
Scorched Ruins,                  1.59,  0.78,   1.79,   2.93,   0.75, -0.00,   9
Scorched Rusalka,                0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Scorching Lava,                  0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Scorching Missile,               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Scorching Winds,                 1.00,  0.00,   1.00,   1.00,   1.00,  0.00,   1
Scoria Cat,                      0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Scoria Wurm (10th),              0.49,  0.00,   0.49,   0.49,   0.49,  0.00,   1
Scoria Wurm (UZ),                0.55,  0.30,   0.55,   0.85,   0.25,  0.00,   2
Scornful AEther-Lich,            0.10,  0.00,   0.10,   0.10,   0.10,  0.00,   1
Scornful Egotist,                0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   1
Scour,                           0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Scour (UD),                      0.29,  0.00,   0.29,   0.29,   0.29,  0.00,   1
Scourge Devil,                   0.17,  0.00,   0.17,   0.17,   0.17,  0.00,   1
Scourge of Kher Ridges,          0.35,  0.10,   0.35,   0.49,   0.25,  0.00,   5
Scourge of Numai,                0.38,  0.00,   0.38,   0.38,   0.38,  0.00,   1
Scourge of the Nobilis,          0.69,  0.45,   0.69,   1.14,   0.25,  0.00,   2
Scourglass,                      0.65,  0.31,   0.65,   1.28,   0.25, -0.03,  36
Scout's Warning,                 0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Scouting Trek,                   0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Scrabbling Claws,                0.01,  0.00,   0.01,   0.01,   0.01,  0.00,   1
Scragnoth (TE),                  0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Scragnoth (TSB),                 0.36,  0.10,   0.36,   0.50,   0.25,  0.00,   3
Scrap,                           0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Scrapbasket,                     0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Scrapheap,                       0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Screaming Fury,                  0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Screaming Seahawk,               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Screams from Within,             0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Screams of the Damned,           0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Screeching Buzzard,              0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Screeching Griffin,              0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Screeching Harpy,                0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Screeching Sliver,               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Scrivener (OD),                  1.00,  0.00,   1.00,   1.00,   1.00,  0.00,   1
Scroll Rack,                     3.49,  1.95,   3.98,   7.93,   1.38,  0.02,  17
Scroll of Origins,               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Scrounge,                        0.29,  0.04,   0.29,   0.33,   0.25,  0.00,   2
Scrubland (A),                 116.86, 20.28, 131.15, 159.72, 114.72,  0.00,   3
Scrubland (B),                 117.57, 43.17,  93.40, 133.83,  20.89,  0.00,   4
Scrubland (RV),                 23.30,  6.24,  23.93,  40.00,   0.99,  0.10,  73
Scrubland (U),                  27.49,  0.50,  27.49,  27.99,  27.00,  0.00,   2
Scryb Ranger,                    0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Scryb Sprites (4th),             0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   1
Scryb Sprites (5th),             0.29,  0.04,   0.29,   0.33,   0.25,  0.00,   2
Scryb Sprites (A),               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Scryb Sprites (B),               0.45,  0.23,   0.45,   0.82,   0.25,  0.00,   4
Scryb Sprites (RV),              0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Scryb Sprites (U),               0.12,  0.00,   0.12,   0.12,   0.12,  0.00,   1
Scrying Glass,                   0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Scrying Sheets,                  1.17,  1.05,   1.17,   2.93,   0.25,  0.04,   8
Sculpting Steel (10th),          1.11,  0.55,   1.11,   1.93,   0.25,  0.23,   9
Sculpting Steel (MRD),           0.89,  0.98,   1.23,   2.25,   0.25, -0.03,   4
Scute Mob,                       1.32,  0.69,   1.45,   4.00,   0.01, -0.02, 436
Scuttlemutt,                     0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Scuttling Death,                 0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Scuzzback Marauders,             0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Scuzzback Scrapper,              0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Scythe Tiger,                    0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Sea Drake,                      24.20,  7.45,  23.50,  33.99,  10.92, -0.00,   5
Sea Eagle (8th),                 1.00,  0.00,   1.00,   1.00,   1.00,  0.00,   1
Sea Eagle (ST1),                 0.90,  0.00,   0.90,   0.90,   0.90,  0.00,   1
Sea Gate Loremaster,             0.26,  0.08,   0.26,   0.99,   0.05, -0.01, 253
Sea Monster (10th),              0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Sea Monster (6th),               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Sea Monster (7th),               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Sea Monster (8th),               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Sea Monster (9th),               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Sea Monster (TE),                0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Sea Scryer,                      0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Sea Serpent (4th),               0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   1
Sea Serpent (5th),               0.10,  0.82,   0.57,   2.00,   0.10,  0.00,   4
Sea Serpent (A),                 0.99,  0.00,   0.99,   0.99,   0.99,  0.00,   1
Sea Serpent (B),                 1.17,  0.00,   1.17,   1.17,   1.17,  0.00,   1
Sea Serpent (RV),                0.28,  0.22,   0.28,   0.50,   0.05, -0.00,   2
Sea Serpent (U),                 0.99,  0.00,   0.99,   0.99,   0.99,  0.00,   2
Sea Snidd,                       0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   1
Sea Spirit (5th),                0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Sea Spirit (IA),                 0.33,  0.00,   0.33,   0.33,   0.33,  0.00,   1
Sea Sprite (5th),                0.56,  0.00,   0.56,   0.56,   0.56,  0.00,   1
Sea Sprite (HL),                 0.28,  0.00,   0.28,   0.28,   0.28,  0.00,   1
Sea Troll,                       0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Sea's Claim (9th),               0.05,  0.00,   0.05,   0.05,   0.05,  0.00,   1
Sea's Claim (ONS),               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Seafarer's Quay,                 0.01,  0.00,   0.01,   0.01,   0.01,  0.00,   1
Seafloor Debris,                 0.06,  0.00,   0.06,   0.06,   0.06,  0.00,   1
Seahunter,                       0.25,  0.00,   0.25,   0.25,   0.25, -0.06,   1
Seal of Cleansing,               0.21,  0.00,   0.21,   0.21,   0.21,  0.00,   1
Seal of Doom (DIS),              0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Seal of Doom (NE),               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Seal of Fire (DIS),              0.13,  0.00,   0.13,   0.13,   0.13,  0.00,   1
Seal of Fire (NE),               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Seal of Primordium,              0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Seal of Removal,                 0.06,  0.00,   0.06,   0.06,   0.06,  0.00,   1
Seal of Strength,                0.29,  0.00,   0.29,   0.29,   0.29,  0.00,   1
Sealed Fate,                     0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Search for Survivors,            0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Search for Tomorrow,             0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Searing Flesh,                   0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Searing Meditation,              0.37,  0.12,   0.37,   0.49,   0.25,  0.00,   2
Searing Rays,                    0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Searing Spear Askari,            0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Searing Touch,                   0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Searing Wind (8th),              0.57,  0.34,   0.57,   1.00,   0.16,  0.27,   5
Searing Wind (PR),               0.57,  0.35,   0.57,   1.00,   0.06,  0.00,   5
Seascape Aerialist,              0.24,  0.08,   0.24,   0.33,   0.12, -0.04,   4
Seashell Cameo,                  0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Seaside Citadel,                 0.87,  0.69,   1.13,   2.50,   0.25, -0.00,  18
Seaside Haven,                   0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Seasinger (5th),                 0.20,  0.00,   0.20,   0.20,   0.20,  0.00,   2
Seasinger (FE),                  0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   3
Season of the Witch,             0.52,  0.00,   0.52,   0.52,   0.52,  0.00,   1
Seasoned Marshal (7th),          0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Seasoned Marshal (8th),          0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Seasoned Marshal (9th),          0.50,  0.00,   0.50,   0.50,   0.50,  0.00,   1
Seasoned Marshal (PT),           1.99,  0.00,   1.99,   1.99,   1.99,  0.00,   1
Seasoned Tactician,              0.24,  0.00,   0.24,   0.24,   0.24,  0.00,   1
Seat of the Synod,               0.77,  0.61,   0.84,   1.99,   0.20,  0.00,  18
Secluded Glen,                   1.01,  0.44,   1.01,   1.93,   0.01,  0.01,  35
Secluded Steppe,                 0.10,  0.08,   0.10,   0.25,   0.01, -0.00,   6
Second Chance,                   0.35,  0.14,   0.35,   0.49,   0.16,  0.00,   3
Second Sight,                    0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Second Sunrise,                  0.52,  0.31,   0.52,   1.00,   0.24,  0.00,   8
Second Thoughts,                 0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Second Wind,                     0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Secretkeeper,                    0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Security Detail,                 0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Sedge Sliver,                    0.48,  0.31,   0.48,   1.00,   0.25, -0.00,   7
Sedge Troll (A),                16.05,  0.00,  16.05,  16.05,  16.05,  0.00,   1
Sedge Troll (B),                 6.05,  0.00,   6.05,   6.05,   6.05,  0.00,   1
Sedge Troll (RV),                0.74,  0.35,   0.74,   0.99,   0.25,  0.00,   3
Sedge Troll (U),                 3.00,  0.00,   3.00,   3.00,   3.00,  0.00,   1
Sedraxis Alchemist,              0.38,  0.00,   0.38,   0.38,   0.38,  0.00,   1
Sedraxis Specter,                0.96,  0.53,   1.07,   2.50,   0.25,  0.02,  45
Sedris, the Traitor King,        0.62,  0.33,   0.62,   1.45,   0.25, -0.00,  34
Seed Spark,                      0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Seed the Land,                   0.33,  0.11,   0.33,   0.49,   0.25,  0.00,   3
Seedborn Muse (10th),            1.50,  0.67,   1.50,   2.45,   0.61,  0.31,   8
Seedborn Muse (9th),             2.22,  0.96,   1.54,   2.25,   0.19,  1.03,   3
Seedborn Muse (LGN),             0.76,  0.89,   1.22,   2.45,   0.15,  0.00,   6
Seedcradle Witch,                0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Seedguide Ash,                   0.33,  0.00,   0.33,   0.33,   0.33,  0.00,   1
Seedling Charm,                  0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Seeds of Innocence,              0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Seeds of Strength,               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Seedtime,                        0.94,  0.12,   0.94,   1.08,   0.75,  0.00,   4
Seek the Horizon,                0.38,  0.00,   0.38,   0.38,   0.38,  0.00,   1
Seeker,                          5.53,  0.00,   5.53,   5.53,   5.53,  0.00,   1
Seeker (LE),                     0.01,  0.00,   0.01,   0.01,   0.01,  0.00,   1
Seeker of Skybreak (7th),        0.50,  0.00,   0.50,   0.50,   0.50,  0.00,   1
Seeker of Skybreak (TE),         0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   4
Seer's Vision,                   0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Seething Anger,                  0.06,  0.00,   0.06,   0.06,   0.06,  0.00,   2
Seething Pathblazer,             0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Seething Song (9th),             0.62,  0.43,   0.62,   1.25,   0.20,  0.35,   6
Seething Song (MRD),             0.58,  0.33,   0.58,   1.25,   0.25, -0.00,  13
Segmented Wurm,                  0.24,  0.00,   0.24,   0.24,   0.24,  0.00,   1
Segovian Leviathan (4th),        0.28,  0.00,   0.28,   0.28,   0.28,  0.00,   1
Segovian Leviathan (5th),        0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Segovian Leviathan (6th),        0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Seht's Tiger,                    0.28,  0.04,   0.28,   0.33,   0.25, -0.00,   3
Seismic Assault (10th),          0.96,  1.35,   1.48,   4.93,   0.49, -0.00,  22
Seismic Assault (7th),           3.23,  1.90,   2.54,   4.45,   0.49,  2.58,   4
Seismic Assault (8th),           2.41,  2.04,   2.41,   4.45,   0.19,  2.03,   4
